Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
Africa,South Africa,Mpumalanga,LJ Computers,8,Dell,Latitude,HDD,Kelly,Hood,+18803359518,hebertmark@example.org,Mary Nelson,Second-hand Sales,7179,11783,Finance,265,2023-02-23,2023-03-06,24647,4GB,572,Online,High,0,256,11519,1TB
Africa,Morocco,Dakhla-Oued Ed-Dahab,Ricks Computers,5,Lenovo,ThinkPad X13 Yoga,HDD,Patricia,Robinson,+19897023356,oschmitt@example.net,Justin Kemp,New Sales,24125,26974,Bank Transfer,892,2023-10-12,,0,4GB,787,Offline,Medium,0,223,24415,500GB
North America,Ohio,Cincinnati,A & A PCs,1,Lenovo,ThinkPad X1 Carbon,SSD,Abigail,Bernard,+11786413110,rebeccaglass@example.org,Mr. Nathan Douglas,New Sales,17048,19996,Finance,555,2023-03-29,,20034,2GB,655,Offline,Low,0,40,17603,256GB
Africa,Botswana,Kgalagadi,ABC Computers,4,Apple,Apple Mac Mini,SSD,Justin,West,+16805206143,kmiller@example.org,Sarah Riley,Second-hand Sales,17780,21279,Cash,38,2023-11-03,2023-12-03,0,4GB,641,Online,Low,0,116,19787,1TB
North America,New York,Buffalo,ABC Computers,2,Microsoft,Surface Hub,SSD,Mike,Moore,+17215168341,andreawilson@example.com,Alan Newman,Repairs,15560,19356,Finance,567,2022-01-02,,8295,16GB,467,Offline,High,4096,339,16796,500GB
Africa,Nigeria,Kwara,Western International PCs,6,Acer,ConceptD 5,HDD,William,Allison,+17758264367,gloria92@example.com,Jennifer Wolf,Second-hand Sales,26216,28324,Bank Transfer,858,2023-10-20,2023-10-31,0,2GB,647,Online,Low,0,80,26613,256GB
North America,Pennsylvania,Williamsport,Greens Laptops and PCs,10,Toshiba,Portege,HDD,Adam,Cole,+11123433970,stephen88@example.com,Nathan Villarreal,Returns,10721,13504,Cash,757,2023-11-22,,0,16GB,530,Offline,Medium,0,925,13308,500GB
North America,Florida,Jacksonville,A & A PCs,9,Samsung,Notebook Flash,HDD,Michael,Evans,+14070895983,kelseyyoung@example.net,Rachel Rowe,Returns,3626,8598,Finance,9,2023-12-13,2023-12-23,22854,8GB,759,Online,Medium,0,676,5264,256GB
North America,Texas,San Antonio,KyaSand Tech Gadgets,2,Asus,ProArt StudioBook Pro X,SSD,Patrick,Allen,+16131629456,robert64@example.org,Michael Koch,Returns,28390,31716,Finance,338,2021-10-07,,31786,16GB,795,Offline,High,0,233,30028,1TB
Africa,Angola,Cunene,S & A Computer Place,4,Asus,ProArt StudioBook Pro X,SSD,Brandon,Stanton,+12272955169,melissataylor@example.com,Hector Robertson,Returns,21874,26452,Cash,372,2023-08-08,2023-08-16,0,4GB,719,Online,Medium,0,932,24095,500GB
North America,Illinois,Joliet,GHI Machines,7,Acer,Spin 5,SSD,William,Barnes,+15288001819,haguirre@example.com,Katie Fernandez,Second-hand Sales,17924,20267,Finance,171,2023-09-21,2023-09-26,17637,16GB,721,Online,Low,0,976,18487,500GB
Africa,South Africa,Western Cape,Mini Tech,10,Lenovo,ThinkPad T14,SSD,David,Wilcox,+14151494029,allisonsmith@example.org,Erin Williams,Returns,3641,6714,Bank Transfer,716,2022-01-25,2022-01-30,0,8GB,635,Online,Low,0,390,6705,500GB
North America,California,Fontana,Ricks Computers,5,HP,Chromebook,SSD,Kristine,Parks,+17727035802,bruce70@example.com,Amber Montgomery,Repairs,3670,7025,Bank Transfer,293,2021-09-14,2021-09-25,0,4GB,824,Online,High,1570,941,6266,500GB
Africa,Botswana,Kgatleng,LJ Computers,2,Samsung,Notebook Odyssey,HDD,Samuel,Perry,+16563924297,fgonzalez@example.com,Michael Byrd,Repairs,6342,10336,Bank Transfer,67,2021-07-02,2021-07-23,0,8GB,514,Online,Low,1407,435,9692,500GB
Africa,Kenya,Mandera,Benjis Tech,2,Acer,Spin 5,HDD,Suzanne,Boyd,+17946514574,sabrinamckenzie@example.com,Cassandra Mcmillan,Returns,3992,8770,Finance,374,2023-03-03,,4536,8GB,651,Offline,High,0,907,4883,256GB
North America,North Carolina,Hickory,S & A Computer Place,2,HP,Envy,HDD,Jillian,Stewart,+11256882289,miguel46@example.org,Craig Wheeler,Repairs,11796,14665,Cash,2,2023-12-01,,0,4GB,413,Offline,High,1647,255,13253,500GB
North America,Illinois,Palatine,Mini Tech,5,Apple,Apple Mac Mini,SSD,April,Payne,+15002205520,kristina73@example.com,Amanda Mitchell,Repairs,19668,22513,Finance,94,2021-12-02,,17610,16GB,767,Offline,Medium,3737,576,20291,500GB
North America,California,San Francisco,XYZ Tech,2,Dell,Precision,SSD,Jill,Bradford,+19808088849,ann58@example.net,Andrew Miranda,Returns,18699,22123,Cash,340,2021-10-16,,0,16GB,714,Offline,High,0,747,20532,500GB
North America,Georgia,Kennesaw,CK Tech Store,3,Lenovo,Legion 5,SSD,Brenda,Smith,,gina55@example.org,Jacqueline Rice,Second-hand Sales,12834,17117,Finance,565,2024-01-04,2024-01-30,28447,2GB,729,Online,High,0,190,16469,256GB
Africa,Egypt,Qena,CK Tech Store,9,Acer,Chromebook Spin 311,SSD,Drew,Ellis,,michaelleonard@example.org,Mario Daniel,Returns,12187,15060,Bank Transfer,403,2023-06-02,,0,16GB,791,Offline,Medium,0,576,13898,256GB
North America,Ohio,Canton,XYZ Tech,9,Asus,ZenBook Flip S UX371,SSD,Jennifer,Johnson,+19778994293,nwebb@example.org,Ann Johnson,Second-hand Sales,28409,30706,Bank Transfer,689,2021-06-03,,0,8GB,485,Offline,High,0,224,29315,1TB
North America,Illinois,Palatine,DEF Machines,9,Toshiba,Tecra,SSD,Sheryl,Greene,+17008798126,fbradley@example.com,Kathleen Robinson,Second-hand Sales,19576,23171,Bank Transfer,778,2021-09-12,,0,8GB,570,Offline,Low,0,249,21967,256GB
Africa,Botswana,Central,GH PC Shop,2,Lenovo,ThinkPad X1 Carbon,SSD,Michael,Kim,+17658065061,teresa23@example.net,Heather Singleton,Repairs,17325,21807,Finance,341,2021-11-08,,34896,4GB,763,Offline,Low,1224,163,20109,500GB
North America,New York,Buffalo,LJ Computers,8,Lenovo,Legion 5,SSD,Allison,Reed,+18015331936,anthony08@example.com,Victoria Hodges,Second-hand Sales,20412,25050,Bank Transfer,60,2022-08-08,2022-08-25,0,4GB,615,Online,Low,0,448,23758,1TB
Africa,Ghana,Eastern,Greens Laptops and PCs,10,Apple,Apple PowerBook G4,SSD,Tara,Grant,+13344149634,jonesconnor@example.net,Stephen Harmon,Repairs,25171,29788,Finance,850,2022-08-21,,31305,4GB,600,Offline,Low,2984,883,27233,500GB
Africa,Egypt,Qalyubia,XYZ Tech,5,Apple,Apple Macintosh SE,HDD,Manuel,Duarte,+14307473809,sheilamoore@example.com,Robert Hudson,Second-hand Sales,16029,20000,Cash,800,2023-04-13,,0,2GB,756,Offline,Low,0,406,19095,256GB
Africa,Egypt,New Valley,Frankies Hardware and Software,5,Asus,ProArt StudioBook Pro X,SSD,Frederick,Reed,+19977538837,jonessharon@example.org,Christina Garza,Repairs,14378,18596,Cash,691,2023-08-15,,0,16GB,461,Offline,Low,2266,399,14724,1TB
Africa,Nigeria,Jigawa,XYZ Tech,1,Lenovo,ThinkCentre M920 Tiny,SSD,Robert,Stewart,+10460327827,ellen47@example.org,Timothy Leach,New Sales,4163,8806,Finance,824,2023-09-06,,25670,4GB,466,Offline,High,0,461,4734,256GB
North America,California,San Diego,GHI Machines,1,Dell,Precision,SSD,Fernando,Campbell,+14169510750,lisa43@example.net,Larry Smith,Second-hand Sales,2690,6698,Finance,395,2022-09-29,,39272,8GB,764,Offline,Low,0,348,4824,500GB
North America,Texas,Wichita Falls,Benjis Tech,10,Asus,VivoBook Flip 14,HDD,Brent,Armstrong,+10296186105,travisparker@example.com,Michael Koch,New Sales,28831,31344,Finance,930,2023-12-01,2023-12-22,48107,4GB,845,Online,Low,0,205,29018,1TB
Africa,Morocco,Fahs Anjra,Jacks Hardware,7,HP,Spectre,SSD,Jennifer,Kennedy,+14217549566,ytapia@example.com,Gina Day,Returns,3215,5472,Finance,739,2022-03-26,,1963,8GB,547,Offline,Medium,0,122,3277,1TB
North America,New York,Long Beach,CK Tech Store,1,Samsung,Notebook 5,HDD,David,Johns,+11805106419,goldenjamie@example.org,Alan Newman,Second-hand Sales,25161,29902,Bank Transfer,445,2022-03-18,2022-04-01,0,2GB,680,Online,Low,0,857,26625,256GB
North America,Illinois,Arlington Heights,Mini Tech,7,Acer,Aspire E 15,HDD,Miguel,Grant,+15319205503,ktaylor@example.com,Ashley Jones,Repairs,7282,9870,Cash,287,2021-06-20,2021-06-26,0,2GB,411,Online,Low,2597,582,9065,1TB
North America,Florida,Gainesville,KyaSand Tech Gadgets,4,HP,Chromebook,HDD,Dillon,Walters,+11399032691,johnsonvictoria@example.net,Jordan Jensen,Repairs,17309,20953,Finance,473,2022-01-09,2022-01-13,22782,2GB,822,Online,Medium,1822,866,20861,500GB
North America,California,Glendale,Jacks Hardware,10,MSI,GS75 Stealth,SSD,Samantha,Weaver,+16926766056,halebrandon@example.net,Amber Montgomery,New Sales,19855,22582,Cash,492,2023-06-11,,0,8GB,501,Offline,High,0,592,22125,500GB
North America,Texas,McKinney,GH PC Shop,5,Lenovo,ThinkPad X13 Yoga,HDD,Jessica,Zamora,+19476623602,michaelblack@example.org,Ashley Wright,New Sales,14710,18139,Cash,691,2022-04-17,2022-04-19,0,4GB,608,Online,High,0,384,17504,256GB
Africa,Nigeria,Edo,GH PC Shop,1,Dell,Venue,HDD,Denise,Zuniga,+10461405216,joshuabauer@example.org,Lisa Morgan,Second-hand Sales,19563,22428,Finance,572,2023-05-29,2023-06-25,42662,8GB,602,Online,Medium,0,213,21905,500GB
Africa,South Africa,Mpumalanga,ABC Computers,1,Microsoft,Surface Studio,HDD,Katherine,Mason,+17455021653,williamsbonnie@example.org,Carol Smith,New Sales,28821,32705,Bank Transfer,188,2022-07-25,2022-08-14,0,2GB,483,Online,Medium,0,570,31282,256GB
Africa,South Africa,Northern Cape,Jacks Hardware,5,Microsoft,Surface Pro,SSD,Alexa,Pacheco,+18733331458,blake65@example.org,Mary Nelson,Returns,10401,13621,Bank Transfer,867,2024-02-08,,0,4GB,659,Offline,Low,0,285,12534,1TB
North America,North Carolina,Goldsboro,CK Tech Store,7,Samsung,Notebook Flash,HDD,Tiffany,Roman,,kristin66@example.com,Brittany Franklin,New Sales,11021,14697,Cash,559,2022-07-25,,0,4GB,415,Offline,High,0,285,11456,1TB
Africa,Morocco,Marrakech,KyaSand Tech Gadgets,10,Apple,Apple Macintosh Classic,SSD,Danny,Thompson,+13827959651,cantrellthomas@example.com,Kelly Mitchell,New Sales,12096,16170,Bank Transfer,513,2022-01-03,,0,2GB,651,Offline,Medium,0,384,15159,1TB
North America,Pennsylvania,Chester,GH PC Shop,10,HP,Chromebook,HDD,Andrea,Pearson,+13148667740,saraheverett@example.net,Michael Chan,New Sales,9030,12032,Bank Transfer,336,2023-01-27,,0,16GB,829,Offline,Medium,0,313,10970,1TB
North America,Illinois,Mount Prospect,CK Tech Store,1,MSI,GP76 Leopard,HDD,Tracie,Patton,+13553518358,tbolton@example.org,Amanda Mitchell,Repairs,28588,31758,Finance,910,2022-12-09,2022-12-17,43332,2GB,594,Online,Low,4163,702,28776,1TB
North America,Georgia,Savannah,ABC Computers,2,Lenovo,Legion 5,HDD,Joan,Bush,+15677832705,prestonwilliam@example.org,Ashley Thomas,Returns,26130,30272,Bank Transfer,357,2022-01-29,,0,2GB,496,Offline,High,0,345,29877,500GB
North America,New York,Albany,DEF Machines,10,MSI,GE76 Raider,SSD,James,Medina,+15118664918,amygay@example.net,Sean Guerrero,Second-hand Sales,22072,24187,Finance,540,2021-03-27,2021-04-21,36330,4GB,777,Online,Low,0,181,23485,256GB
Africa,Nigeria,Kogi,LJ Computers,4,MSI,Alpha 15,SSD,Anthony,Campbell,+15247143613,james31@example.org,Mary Shaw,New Sales,17429,20135,Finance,653,2023-01-26,,102,16GB,569,Offline,High,0,125,19274,500GB
North America,Michigan,Flint,XYZ Tech,6,Acer,Swift 3,HDD,Michelle,Burke,,matthewandrews@example.org,Elizabeth Martinez,Repairs,15327,19346,Bank Transfer,206,2022-08-05,2022-08-08,0,16GB,706,Online,Medium,2315,913,17757,1TB
Africa,South Africa,Free State,LJ Computers,8,Dell,Latitude,SSD,Thomas,Bullock,+18352055082,bryan84@example.net,Mark Landry,Repairs,6071,9286,Cash,341,2024-01-22,2024-01-31,0,8GB,666,Online,High,3723,188,8866,500GB
North America,New York,Long Island City,Jacks Hardware,5,Acer,Predator Helios 300,HDD,Kirk,Lopez,+17969063804,aramsey@example.com,Jake Lee,Returns,6775,10506,Cash,337,2023-12-27,2023-12-28,0,4GB,614,Online,Medium,0,179,9180,1TB
North America,North Carolina,Salisbury,Greens Laptops and PCs,3,Lenovo,ThinkPad X13 Yoga,HDD,Jonathan,Johnson,+10898930139,amanda27@example.net,Brady Walton,Repairs,24767,28044,Cash,275,2023-03-27,2023-03-29,0,8GB,555,Online,High,4339,559,26759,1TB
North America,Michigan,Saginaw,Frankies Hardware and Software,3,Toshiba,Dynabook,SSD,Lawrence,Gates,+11752203334,hilljames@example.com,Michael Gomez,Second-hand Sales,14931,18361,Finance,435,2022-12-14,,42757,4GB,402,Offline,Medium,0,944,15756,500GB
North America,Georgia,Valdosta,KyaSand Tech Gadgets,3,HP,Chromebook,SSD,Karen,Maxwell,+12537861761,matthew03@example.net,Chris Jones,New Sales,11408,15785,Finance,291,2022-08-25,2022-09-18,35417,4GB,737,Online,Low,0,774,11642,1TB
North America,California,Fremont,Benjis Tech,4,Apple,Apple MacBook Air,HDD,Ricky,Cooper,+15593551259,taylorruiz@example.com,Larry Smith,Repairs,4034,6788,Cash,146,2022-01-16,2022-02-15,0,8GB,800,Online,Medium,1816,118,4123,256GB
North America,Pennsylvania,Lebanon,XYZ Tech,1,Toshiba,Dynabook,SSD,Heather,Hodge,,ryan66@example.org,Carl Davis,Repairs,14323,17280,Bank Transfer,724,2022-08-22,2022-09-05,0,2GB,601,Online,High,3628,493,15154,1TB
North America,Illinois,Evanston,ABC Computers,3,Apple,Apple Macintosh SE,SSD,Barbara,Mercer,+15956403934,james06@example.org,Jeremy Thomas,Second-hand Sales,19714,24099,Cash,177,2022-12-26,,0,2GB,631,Offline,High,0,355,19860,256GB
North America,Ohio,Hamilton,CK Tech Store,2,Dell,Inspiron,HDD,Jennifer,Hayes,+11598064006,colealicia@example.org,Melissa Fernandez,Returns,27752,30939,Cash,707,2023-09-26,,0,16GB,586,Offline,Low,0,627,28178,500GB
Africa,Botswana,Southern,Frankies Hardware and Software,5,HP,Elitebook,SSD,Trevor,Montgomery,+13964254221,lholder@example.org,Lisa Williams,Second-hand Sales,16067,20927,Finance,19,2021-04-16,2021-04-21,28720,4GB,808,Online,Medium,0,139,16568,1TB
North America,Ohio,Reynoldsburg,XYZ Tech,3,Samsung,Notebook 9 Pen,HDD,Kelly,Jones,+18207526751,richardsdonna@example.net,Mr. Nathan Douglas,Repairs,16791,21185,Finance,354,2022-11-07,2022-11-21,23912,4GB,547,Online,Medium,2355,692,19617,500GB
Africa,Morocco,Kelaat Sraghna,Frankies Hardware and Software,4,Toshiba,Chromebook,HDD,Lynn,Werner,,baileysusan@example.com,Gina Day,Returns,8954,11244,Bank Transfer,248,2022-09-10,2022-09-17,0,16GB,631,Online,High,0,295,9863,1TB
Africa,South Africa,Free State,Benjis Tech,9,Lenovo,ThinkPad P15s,SSD,Jessica,Ruiz,+10854818057,claytonkyle@example.com,Pamela Zavala,Repairs,11433,15192,Cash,419,2022-12-07,,0,2GB,664,Offline,Low,2853,574,12045,1TB
North America,Georgia,Milledgeville,A & A PCs,6,Toshiba,Dynabook,HDD,Angela,Beck,+12881308795,thomas03@example.net,Renee Howell,Second-hand Sales,18886,23143,Finance,472,2023-06-14,,40094,16GB,537,Offline,High,0,661,20834,256GB
Africa,Botswana,Kweneng,LJ Computers,6,Lenovo,IdeaCentre AIO 3,HDD,Michael,Manning,+18403381569,lawrencelucas@example.net,Carrie Gonzalez,New Sales,22623,26934,Cash,496,2021-12-09,,0,2GB,828,Offline,Medium,0,704,22846,500GB
Africa,Egypt,Cairo,ABC Computers,2,Lenovo,IdeaPad 5,SSD,Curtis,White,+11565327589,jenniferwest@example.org,Mario Daniel,Returns,15269,17936,Cash,297,2022-06-10,,0,8GB,794,Offline,Medium,0,349,17112,500GB
North America,New York,Spring Valley,GH PC Shop,6,MSI,GF63 Thin,SSD,Todd,Patterson,+11158737288,perrydavid@example.org,Gabrielle Patterson,New Sales,15953,19756,Bank Transfer,550,2023-11-04,2023-11-24,0,2GB,523,Online,Low,0,361,17780,1TB
Africa,Egypt,Sohag,Ricks Computers,4,Asus,ExpertBook B9,HDD,Joshua,Estrada,+19933833332,millerjerry@example.org,Robert Hudson,New Sales,17311,21104,Cash,342,2023-03-14,2023-03-29,0,8GB,673,Online,Low,0,754,19829,256GB
North America,Ohio,Westerville,DEF Machines,9,Toshiba,Satellite,HDD,Gregory,Campbell,+13512727415,tinablack@example.net,Eric James,New Sales,4049,6737,Bank Transfer,619,2022-10-09,2022-10-19,0,8GB,695,Online,Medium,0,26,5479,1TB
Africa,Tanzania,Pemba Kusini,A & A PCs,5,Apple,Apple Lisa,HDD,Bruce,Powell,,imolina@example.com,Tara Price,Second-hand Sales,24558,29038,Cash,889,2022-10-17,,0,8GB,421,Offline,Low,0,226,28925,1TB
Africa,Botswana,South-East,ABC Computers,6,MSI,GS75 Stealth,HDD,Kristy,Galloway,+19497405035,daniel95@example.com,Karen Hale,Second-hand Sales,15133,17585,Cash,737,2023-04-03,2023-04-26,0,2GB,775,Online,Low,0,627,15299,1TB
North America,Florida,Fort Lauderdale,DEF Machines,4,Toshiba,Tecra,SSD,Elizabeth,Collins,+15005265439,ryandavis@example.org,Jordan Jensen,Returns,7579,11599,Bank Transfer,858,2023-03-04,,0,16GB,535,Offline,High,0,228,10859,1TB
Africa,Botswana,Central,S & A Computer Place,7,Toshiba,Portege,HDD,Steven,Gillespie,+10661835047,beckyguzman@example.org,Karen Hale,New Sales,28858,32815,Finance,655,2022-07-30,2022-08-21,18219,2GB,789,Online,High,0,867,30609,1TB
North America,North Carolina,Cary,Ricks Computers,3,Apple,Apple PowerBook G4,SSD,Stephanie,Porter,+19502861754,bshah@example.com,Calvin Rich,Repairs,6963,10487,Cash,892,2022-10-31,2022-11-11,0,4GB,705,Online,High,4284,117,7946,1TB
North America,Michigan,Flint,CK Tech Store,9,Dell,Alienware,HDD,Bryan,Woods,+10748348824,hsmith@example.org,Rebecca Smith,Returns,13466,18234,Cash,203,2023-08-20,2023-09-10,0,4GB,599,Online,Low,0,177,14351,500GB
Africa,Kenya,Kirinyaga,CK Tech Store,9,HP,Pavilion,HDD,Austin,Howard,+16604197694,yblair@example.net,Danielle Cole,Repairs,21629,25211,Finance,918,2021-04-17,2021-05-10,11773,4GB,445,Online,High,1213,507,24495,500GB
North America,Illinois,Arlington Heights,Ricks Computers,6,Asus,ZenBook Flip S UX371,HDD,Regina,Alvarado,+14574015759,wrightcraig@example.org,Jason Phillips,New Sales,12224,15300,Finance,266,2021-03-19,2021-04-07,5779,8GB,827,Online,Low,0,379,12683,500GB
North America,North Carolina,Concord,Mini Tech,5,Microsoft,Surface Go,HDD,Mario,Moore,+10655514149,emilygonzalez@example.net,Brittany Franklin,New Sales,26571,29421,Cash,731,2022-09-21,,0,8GB,582,Offline,High,0,715,27168,1TB
Africa,Kenya,Kakamega,Jacks Hardware,3,Apple,Apple Macintosh Classic,SSD,Wayne,Lopez,+11653640518,tonya85@example.net,David Ellis,Second-hand Sales,6283,10221,Cash,643,2021-07-01,,0,8GB,766,Offline,Low,0,936,8792,500GB
Africa,Angola,Malanje,A & A PCs,8,MSI,GL65 Leopard,HDD,Kevin,Daniels,+10856472435,salazarvincent@example.org,Brian Clarke,Second-hand Sales,25937,28189,Finance,112,2023-03-27,2023-04-10,47286,8GB,401,Online,Low,0,469,26165,1TB
North America,Michigan,Holland,XYZ Tech,4,Lenovo,ThinkPad T14,HDD,Theresa,Duffy,+15822529918,hernandezjennifer@example.net,Allen Juarez,New Sales,23723,27642,Bank Transfer,341,2023-06-18,,0,2GB,403,Offline,Low,0,403,23974,500GB
Africa,Botswana,Southern,Frankies Hardware and Software,5,Samsung,Galaxy Book S,HDD,Kenneth,Martin,+13210986981,scottbrock@example.org,Justin Schroeder,Returns,18496,22459,Finance,841,2021-11-26,,26206,16GB,762,Offline,Medium,0,461,19534,256GB
North America,Florida,Cape Coral,DEF Machines,10,MSI,Modern 15,HDD,Jennifer,Wu,+17949307752,kylemccarthy@example.com,Deborah Anderson MD,Returns,28547,33055,Bank Transfer,678,2022-12-24,,0,4GB,732,Offline,High,0,106,31637,500GB
Africa,South Africa,Northern Cape,KyaSand Tech Gadgets,4,Apple,Apple MacBook Air,HDD,Kayla,Chavez,+19176974108,wschneider@example.com,Pamela Zavala,Second-hand Sales,29559,32877,Finance,299,2023-05-09,2023-06-02,38195,8GB,444,Online,Low,0,963,31034,1TB
Africa,Kenya,Nakuru,S & A Computer Place,3,Samsung,Chromebook 4,SSD,Jasmine,Young,+19939418657,cunninghamerika@example.com,Danielle Cole,New Sales,14225,16621,Bank Transfer,652,2021-12-06,,0,8GB,517,Offline,Medium,0,100,14387,500GB
Africa,Botswana,Southern,S & A Computer Place,10,Acer,Predator Helios 300,SSD,Matthew,Villa,+15968044306,evan36@example.net,Carrie Gonzalez,Repairs,26379,28458,Bank Transfer,853,2023-03-05,2023-03-24,0,4GB,773,Online,Low,2173,641,27846,256GB
North America,Georgia,Peachtree City,S & A Computer Place,10,Samsung,Notebook 7 Spin,HDD,Mariah,Carpenter,+10069182179,gardnerjessica@example.org,Jacqueline Rice,Returns,16602,18616,Finance,15,2023-03-13,2023-04-09,49476,8GB,621,Online,Low,0,813,17780,500GB
Africa,Ethiopia,Afar,Western International PCs,8,Toshiba,Portege,HDD,William,Becker,+14299964178,darlene00@example.org,Kenneth Herring,New Sales,15264,19960,Bank Transfer,68,2023-08-04,2023-08-28,0,4GB,592,Online,High,0,774,16241,256GB
Africa,Tanzania,Tabora,CK Tech Store,6,Asus,ZenBook UX425,HDD,April,Myers,+17142865243,ggarner@example.org,Antonio Cobb,New Sales,12395,17297,Bank Transfer,511,2023-12-17,,0,2GB,604,Offline,Low,0,597,12902,256GB
Africa,Botswana,Kweneng,Western International PCs,3,Toshiba,Dynabook,SSD,Justin,Stewart,+13937756130,shaynes@example.org,Heather Singleton,New Sales,22067,24828,Bank Transfer,306,2023-08-02,2023-08-08,0,4GB,481,Online,High,0,556,22207,1TB
Africa,Angola,Cuanza Sul,GHI Machines,6,Samsung,Notebook 9 Pro,HDD,Jeremy,Lee,+12664176633,bakerjoshua@example.com,James Thornton,Returns,22404,24745,Cash,366,2022-12-11,,0,2GB,410,Offline,Low,0,609,22820,500GB
Africa,Ghana,Northern,Greens Laptops and PCs,4,Dell,Alienware,SSD,Katherine,Wood,+18169071541,benjamin27@example.org,Stephen Harmon,Repairs,4015,6475,Bank Transfer,268,2022-05-31,2022-06-12,0,8GB,521,Online,High,2256,608,5408,1TB
North America,Michigan,Muskegon,XYZ Tech,8,Asus,ExpertBook B9,HDD,Adam,Peters,+19042454385,jason14@example.com,Allen Juarez,New Sales,15458,18828,Cash,988,2022-08-08,2022-08-22,0,2GB,745,Online,Medium,0,648,17157,500GB
Africa,Ghana,Eastern,GHI Machines,8,MSI,GS75 Stealth,HDD,Megan,Whitehead,+12640724194,kimhale@example.org,Troy Howell,Returns,16487,20184,Cash,508,2021-10-13,,0,2GB,776,Offline,Low,0,336,19036,500GB
Africa,Ethiopia,Benishangul-Gumuz,Frankies Hardware and Software,9,Toshiba,Libretto,SSD,Marie,Gibson,+11585725704,margaretyoung@example.org,Rachel Guerrero,Returns,25441,27520,Finance,776,2023-11-03,,45089,8GB,403,Offline,Low,0,732,26265,1TB
Africa,Ghana,Volta,Jacks Hardware,1,Toshiba,Tecra,SSD,Ruben,Maxwell,,gravesryan@example.net,Stephen Harmon,Returns,5232,8455,Finance,925,2021-04-19,,35054,4GB,821,Offline,Medium,0,249,7289,500GB
